Dataset,Filename,Score R,Score D,GT,Our,covid_net_pred_time,lung_segment_1,lung_segment_2,lung_segment_3,lung_segment_4,lung_segment_5,lung_segment_6,BSNet,CovidNet,Subset,Label
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200327160432430120.1203801020003.png,3.0,4.0,3.5,2,0.0719995498657226,0.8650184029444711,0.3270619924090928,0.511985273520349,0.4184941391812454,0.4660867727848993,0.0,6,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200327151518468570.1003000225002.png,1.0,5.0,3.0,1,0.0919966697692871,0.0165017643395834,0.3502766608241399,0.3042361111111111,0.1755361050328227,0.7210845491298998,0.1081081081081081,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.202003211812003285.1003000225002.png,2.0,4.0,3.0,2,0.0760092735290527,0.4619924737571796,0.553845534023609,0.0539494470774091,0.5494436543127248,0.4757445755300717,0.0,6,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.202003241226081857.1203801020003.png.bmp,6.0,6.0,6.0,1,0.0690312385559082,0.7815682784534758,0.0331224045877002,0.0,0.4098802395209581,0.3930862171837709,0.0,4,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200322102521497410.1203801020003.png,1.0,4.0,2.5,1,0.075000524520874,0.5846966731898239,0.4568261607037198,0.416195563179851,0.0,0.0,0.0,4,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.202003281918584533.1203801020003.png.bmp,5.0,5.0,5.0,5,0.0739998817443847,0.5936853002070394,0.7835894991858294,0.6652300570653258,0.1470813864286212,0.5951742627345844,0.5364909564360617,5,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200401122015054240.1203801020003.png,3.0,,3.0,2,0.0740013122558593,0.4873782024754524,0.5888195019185916,0.3184247432058522,0.2257518160261959,0.6260407913833932,0.1819855704193597,4,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200324165957625920.1003000225002.png,3.0,5.0,4.0,4,0.0720007419586181,0.7865993747881436,0.8231759338254386,0.5485446009389672,0.4376639344262295,0.570463717980397,0.0916027419618083,5,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200321001546031810.1003000225002.png,4.0,6.0,5.0,3,0.0729982852935791,0.6062106020222533,0.6436208732694356,0.4042835724994645,0.2818914826942713,0.5884305026723023,0.3282145637251433,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320072856343530.1003000225002.png,5.0,6.0,5.5,3,0.0730018615722656,0.5328327075511056,0.7023859531210619,0.3902886701151343,0.1180790073038561,0.6016682404784388,0.3513843007708038,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200409104802496810.1203801020003.png.bmp,2.0,3.0,2.5,0,0.0729999542236328,0.1914970930232558,0.0,0.0,0.2154735833561456,0.4063829787234042,0.0,3,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200416110930703890.1003000225002.png,3.0,,3.0,1,0.0769987106323242,0.4245643858903527,0.0107126576508129,0.2416386992246267,0.3181059116042602,0.6112571745972968,0.1853874154966198,6,2,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200331100140006240.1203801020003.png.bmp,3.0,5.0,4.0,1,0.0759990215301513,0.6642392188771359,0.4039778823141041,0.4211657810408469,0.1759463891067227,0.4756925921974466,0.3071057812779667,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200409093935803690.1203801020003.png.bmp,2.0,3.0,2.5,2,0.0720341205596923,0.6984754606228599,0.6371271358239212,0.018898730560431,0.3604596465291311,0.0359678499665103,0.0879615527803161,3,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.202004040240155151.1003000225002.png,2.0,4.0,3.0,4,0.0840001106262207,0.5748464570538088,0.7422171428571429,0.1900320073159579,0.3615304978000173,0.6926825061446251,0.510098372072778,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200405065153640420.1003000225002.png,5.0,6.0,5.5,4,0.0720050334930419,0.5859255939040788,0.634176072234763,0.6642599277978339,0.3380962128966223,0.5736392522593158,0.4229353624746702,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320170359875720.1003000225002.png,1.0,2.0,1.5,2,0.0770392417907714,0.8329609830048672,0.5605880015891935,0.0,0.3792972819395776,0.4102524247699577,0.0,4,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200322194859750610.1003000225002.png,3.0,4.0,3.5,4,0.0760009288787841,0.5401707022914927,0.7522454382149948,0.528450756520932,0.3635692928979148,0.6235877652245798,0.3268670061812386,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320011259312440.1003000225002.png,5.0,6.0,5.5,3,0.0720136165618896,0.6417754987581124,0.6110226186683657,0.2115599107711918,0.3105069645761154,0.6260958349470126,0.4210693488618316,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.202004071718231126.1203801020003.png,2.0,4.0,3.0,2,0.080996036529541,0.7586713365721387,0.0367091505762039,0.0925632314080785,0.4556713672593501,0.8153795569438166,0.1920456863145013,3,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200326123552855170.1203801020003.png.bmp,1.0,,1.0,0,0.0750284194946289,0.0,0.0,0.0,0.0,0.0,0.0,4,2,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png,5.0,5.0,5.0,3,0.07503342628479,0.8983539792974716,0.920528086979032,0.5830240989550011,0.4406910978538777,0.3611431648588353,0.0,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200325125743092120.1203801020003.png.bmp,1.0,2.0,1.5,1,0.0750331878662109,0.610502969163626,0.0,0.0,0.1351643525556569,0.3077744054964479,0.0,5,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200416020138312830.1003000225002.png,5.0,6.0,5.5,1,0.0800366401672363,0.0413822754877196,0.5128537481097429,0.4788020639395712,0.0611279856413088,0.3617247530186608,0.4141275190865947,5,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200403175115515840.1003000225002.png,2.0,4.0,3.0,2,0.0820040702819824,0.5378846987429562,0.5730861504907306,0.2223764695674808,0.2058989373237909,0.0628752937081194,0.0,5,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200321002029359840.1003000225002.png,2.0,4.0,3.0,1,0.0789663791656494,0.3826705391718796,0.0977854906251178,0.0,0.008035116434789,0.5215273646638905,0.2753623188405797,3,3,train,COVID-19
Actualmed-COVID-chestxray-dataset,DX.1.2.840.113564.1722810162.20200325130756972300.1203801020003.png.bmp,5.0,5.0,5.0,3,0.0719954967498779,0.6442014629686071,0.543778801843318,0.2840943683409437,0.2373127817362222,0.6693600750306615,0.1736128774390465,5,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200325212815187370.1003000225002.png,3.0,5.0,4.0,3,0.0789999961853027,0.5935491597141831,0.5990271839328443,0.1132060492994085,0.2392209795603548,0.5295534916255392,0.1074258765317561,6,4,train,COVID-19
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200402113955515630.1003000225002.png,6.0,5.0,5.5,4,0.0780019760131836,0.6514136615001168,0.7697816795656695,0.6462723945289924,0.4134051547797627,0.7086770494608934,0.4297012000137537,6,4,train,COVID-19
